ID_Persona;NIVEL_DE_EDUCACION;SEXO;SALUD_AUTOPERCIBIDA;ESTADO_CIVIL;ETNIA;Clasificación;INGRESO_AUTOPERCIBIDO;SEGURIDAD_AUTOPERCIBIDA;TRABAJO_AUTOPERCIBIDO;SATISFACCION;I_HOGAR;PERCAPITA;COND_VIDA_DEL_HOGAR;P9010
736148311;3;2.0;4;3;6.0;3ra_edad;3;9;8;9;417500;417500;2;1
736148511;8;1.0;9;6;6.0;3ra_edad;10;9;10;10;12441666.6666667;6220833.33333333;2;1
736148521;8;2.0;10;6;6.0;3ra_edad;10;10;10;10;12441666.6666667;6220833.33333333;2;1
736148911;3;2.0;9;3;6.0;3ra_edad;99;9;8;9;3163500;395437.5;2;1
736148971;1;2.0;4;3;6.0;3ra_edad;5;4;5;5;3163500;395437.5;2;1
736149211;3;1.0;7;4;6.0;3ra_edad;8;8;8;9;627166.666666667;627166.666666667;2;1
736149311;3;2.0;7;3;6.0;3ra_edad;99;7;6;7;2627000;656750;3;1
736150011;1;1.0;6;4;6.0;3ra_edad;5;7;6;3;825000;412500;3;2
736150111;3;2.0;6;4;6.0;3ra_edad;6;7;7;7;662500;662500;3;2
736151211;4;2.0;9;3;6.0;3ra_edad;7;8;8;8;1066666.66666667;533333.333333333;3;2
736151511;3;2.0;6;3;6.0;3ra_edad;6;7;6;8;1108333.33333333;1108333.33333333;3;2
736151811;3;1.0;6;4;6.0;3ra_edad;3;3;5;5;253333.333333333;253333.333333333;3;1
736152011;3;2.0;9;3;6.0;3ra_edad;9;9;9;10;7859803;1309967.16666667;2;1
736152331;3;1.0;9;4;6.0;3ra_edad;99;9;9;10;8500000;2833333.33333333;2;1
736152531;4;2.0;9;3;6.0;3ra_edad;99;8;9;9;3016666.66666667;1005555.55555556;2;1
736152711;9;2.0;10;4;6.0;3ra_edad;9;8;9;10;4800000;2400000;2;1
736152911;8;1.0;10;6;6.0;3ra_edad;10;9;9;10;14750000;4916666.66666667;1;1
736152921;8;2.0;10;6;6.0;3ra_edad;10;10;10;10;14750000;4916666.66666667;1;1
736153011;9;1.0;10;6;6.0;3ra_edad;10;10;10;10;7220833.33333333;3610416.66666667;2;1
736153211;5;1.0;10;6;6.0;3ra_edad;8;10;10;10;3916666.66666667;979166.666666667;2;1
736153241;6;2.0;8;3;6.0;3ra_edad;99;9;9;10;3916666.66666667;979166.666666667;2;1
736153411;3;1.0;8;4;6.0;3ra_edad;8;8;8;9;170416.666666667;170416.666666667;3;1
736153511;3;2.0;8;3;6.0;3ra_edad;8;8;8;9;813333.333333333;162666.666666667;3;1
736153671;1;2.0;;;6.0;niño;;;;;1888500;209833.333333333;3;2
736153711;3;1.0;7;4;6.0;3ra_edad;6;7;6;7;226666.666666667;226666.666666667;3;2
736153911;4;2.0;9;4;6.0;3ra_edad;8;8;8;10;2050000;512500;2;2
736154021;1;2.0;7;3;6.0;3ra_edad;99;8;7;7;1793333.33333333;358666.666666667;2;1
736155711;1;1.0;4;6;6.0;3ra_edad;3;6;6;8;1033333.33333333;516666.666666667;2;2
736155721;3;2.0;8;6;6.0;3ra_edad;99;9;8;8;1033333.33333333;516666.666666667;2;2
736156011;3;2.0;7;3;6.0;3ra_edad;99;3;6;6;1354666.66666667;451555.555555556;2;1
736157411;4;2.0;8;6;6.0;3ra_edad;3;8;5;10;1500000;750000;2;1
736157421;4;1.0;9;6;6.0;3ra_edad;0;9;6;10;1500000;750000;2;1
736157711;5;1.0;9;6;6.0;3ra_edad;7;10;10;10;4316666.66666667;1079166.66666667;2;1
736157911;1;1.0;7;5;6.0;3ra_edad;99;7;7;9;1000000;500000;2;2
736158011;3;1.0;9;5;6.0;3ra_edad;99;8;7;8;387500;387500;4;2
736158211;3;2.0;8;3;6.0;3ra_edad;99;8;8;8;4364135.33333333;1454711.77777778;2;1
736158711;5;1.0;8;2;6.0;3ra_edad;8;8;8;9;2000000;666666.666666667;2;1
736158911;3;2.0;7;5;6.0;3ra_edad;7;8;7;7;1450000;725000;3;1
736159211;7;1.0;7;6;6.0;3ra_edad;8;8;7;7;4121666.66666667;686944.444444445;2;1
736159261;1;2.0;3;3;6.0;3ra_edad;9;5;7;7;4121666.66666667;686944.444444445;2;1
736159311;8;1.0;7;5;6.0;3ra_edad;8;7;7;8;3400000;3400000;2;1
736159611;3;1.0;9;4;6.0;3ra_edad;9;8;8;8;1300000;1300000;2;1
736159811;3;1.0;9;2;6.0;3ra_edad;9;9;9;9;4053333.33333333;450370.37037037;1;2
736159821;3;2.0;9;2;6.0;3ra_edad;9;9;9;9;4053333.33333333;450370.37037037;1;2
736160751;3;2.0;8;4;6.0;3ra_edad;7;8;9;7;2560833.33333333;512166.666666667;2;1
736161221;3;2.0;7;4;6.0;3ra_edad;7;7;7;7;1200000;600000;3;1
736161331;1;2.0;;;6.0;niño;;;;;1710000;570000;3;1
736161741;3;2.0;8;4;6.0;3ra_edad;5;8;9;9;2200000;550000;2;1
736161821;3;2.0;7;4;6.0;3ra_edad;7;7;7;7;1720000;430000;2;1
736162011;4;1.0;6;6;6.0;3ra_edad;6;7;7;6;5633333.33333333;938888.888888889;2;1
736162021;4;2.0;6;6;6.0;3ra_edad;8;6;7;9;5633333.33333333;938888.888888889;2;1
736162351;2;2.0;7;4;6.0;3ra_edad;4;8;9;8;1513333.33333333;302666.666666667;2;1
736162821;3;1.0;8;6;6.0;3ra_edad;8;7;7;8;816666.666666667;102083.333333333;3;1
736163131;3;2.0;7;4;6.0;3ra_edad;6;7;6;6;2575000;429166.666666667;2;1
736163141;4;1.0;7;5;6.0;3ra_edad;7;7;7;7;2575000;429166.666666667;2;1
736163451;3;2.0;;5;6.0;niño;;;;;600000;100000;3;1
736163511;4;1.0;7;6;6.0;3ra_edad;8;9;10;8;2227000;556750;2;2
736163521;3;2.0;7;6;6.0;3ra_edad;10;6;10;9;2227000;556750;2;2
736163811;8;2.0;7;4;6.0;3ra_edad;8;7;6;8;2500000;2500000;2;2
736163911;9;2.0;9;5;6.0;3ra_edad;9;9;9;9;7450000;7450000;1;1
736164011;8;2.0;10;5;6.0;3ra_edad;8;8;8;8;4700000;4700000;2;2
736164211;9;2.0;9;3;6.0;3ra_edad;9;9;9;9;950000;950000;1;1
736164311;7;1.0;8;3;6.0;3ra_edad;8;8;8;8;11100000;2775000;1;1
736164411;5;1.0;8;6;6.0;3ra_edad;8;8;8;8;2000000;1000000;2;1
736164421;5;2.0;8;6;6.0;3ra_edad;7;7;7;8;2000000;1000000;2;1
736164511;8;1.0;4;6;6.0;3ra_edad;4;8;7;7;11377800;2625000;2;1
736164521;8;2.0;8;6;6.0;3ra_edad;8;8;7;8;11377800;2625000;2;1
736164541;4;2.0;9;3;6.0;3ra_edad;8;9;9;10;11377800;2625000;2;1
736164811;9;2.0;8;6;6.0;3ra_edad;8;7;8;9;14600000;7300000;1;1
736164821;9;1.0;9;6;6.0;3ra_edad;9;8;10;9;14600000;7300000;1;1
736165011;8;2.0;9;5;6.0;3ra_edad;9;9;9;9;18225000;3645000;1;1
736165031;9;1.0;9;6;6.0;3ra_edad;9;9;9;9;18225000;3645000;1;1
736165111;8;1.0;8;2;6.0;3ra_edad;8;8;8;8;0;0;2;1
736165311;9;2.0;9;4;6.0;3ra_edad;9;8;8;9;11916666.6666667;5958333.33333333;2;1
736165411;9;2.0;10;5;6.0;3ra_edad;10;10;10;10;5683333.33333333;5683333.33333333;1;1
736165511;3;2.0;4;3;6.0;3ra_edad;8;7;10;7;1300000;650000;3;1
736166411;3;2.0;8;5;6.0;3ra_edad;6;8;8;9;50000;50000;2;1
736166621;3;1.0;4;6;6.0;3ra_edad;3;8;7;8;648333.333333333;216111.111111111;2;1
736166811;3;1.0;8;4;6.0;3ra_edad;9;8;8;9;908000;454000;2;1
736167011;4;1.0;10;6;6.0;3ra_edad;10;9;10;10;350000;175000;2;1
736167211;4;1.0;6;6;6.0;3ra_edad;5;7;8;9;2184734;1092367;2;1
736167221;5;2.0;6;6;6.0;3ra_edad;5;5;5;9;2184734;1092367;2;1
736167611;3;2.0;9;3;6.0;3ra_edad;4;8;8;9;121666.666666667;60833.3333333333;2;1
736167821;3;2.0;7;3;6.0;3ra_edad;9;8;8;9;2425000;606250;2;1
736168011;3;2.0;9;3;6.0;3ra_edad;5;9;8;9;280000;280000;2;1
736168111;3;2.0;3;4;6.0;3ra_edad;3;9;4;7;2680000;1340000;2;1
736168311;3;1.0;8;6;6.0;3ra_edad;7;7;8;9;2700000;1350000;2;1
736168321;4;2.0;9;6;6.0;3ra_edad;8;8;8;9;2700000;1350000;2;1
736168411;3;2.0;6;3;6.0;3ra_edad;5;7;5;9;83333.3333333333;83333.3333333333;3;1
736168711;3;2.0;7;3;6.0;3ra_edad;9;9;8;8;312500;312500;2;1
736169511;3;1.0;8;6;6.0;3ra_edad;7;8;7;8;604166.666666667;302083.333333333;2;1
736169521;1;2.0;7;6;6.0;3ra_edad;8;8;7;9;604166.666666667;302083.333333333;2;1
736169711;1;1.0;9;2;6.0;3ra_edad;9;7;8;8;607500;303750;2;1
736169721;1;2.0;8;2;6.0;3ra_edad;7;8;8;8;607500;303750;2;1
736170111;3;1.0;8;6;6.0;3ra_edad;8;7;8;8;900000;450000;2;1
736170221;3;2.0;;;6.0;niño;;;;;877000;438500;2;2
736170311;1;2.0;9;6;6.0;3ra_edad;9;9;9;9;930000;465000;2;1
736170511;4;1.0;9;6;6.0;3ra_edad;7;7;8;9;100833.333333333;50416.6666666667;2;1
736170521;3;2.0;7;6;6.0;3ra_edad;8;8;9;8;100833.333333333;50416.6666666667;2;1
736170811;3;1.0;7;2;6.0;3ra_edad;7;7;8;10;1726666.66666667;431666.666666667;3;1
736171011;3;1.0;10;2;6.0;3ra_edad;7;9;9;8;1700000;850000;2;1
736171151;3;2.0;8;5;6.0;3ra_edad;5;6;4;9;143216.666666667;28643.3333333333;2;1
736171211;3;2.0;6;5;6.0;3ra_edad;3;8;7;8;108333.333333333;54166.6666666667;2;1
736171911;1;2.0;7;2;6.0;3ra_edad;2;6;3;8;305000;152500;2;1
736171921;3;1.0;8;2;6.0;3ra_edad;4;7;7;7;305000;152500;2;1
736173021;3;1.0;7;2;6.0;3ra_edad;7;7;7;7;1050000;210000;2;1
736173141;3;1.0;0;3;6.0;3ra_edad;3;3;3;4;538333.333333333;107666.666666667;3;1
736173421;1;1.0;2;3;6.0;3ra_edad;3;3;3;7;661666.666666667;132333.333333333;2;1
736175311;3;2.0;7;3;6.0;3ra_edad;99;6;8;8;116666.666666667;116666.666666667;2;1
736175811;3;2.0;7;3;6.0;3ra_edad;99;8;8;8;175000;175000;2;1
736175911;3;1.0;9;6;6.0;3ra_edad;99;8;8;8;353333.333333333;176666.666666667;1;1
736175921;3;2.0;8;6;6.0;3ra_edad;8;8;8;8;353333.333333333;176666.666666667;1;1
736176361;1;1.0;;;6.0;niño;;;;;1294583.33333333;184940.476190476;2;2
736176411;1;2.0;7;5;6.0;3ra_edad;5;8;8;10;257500;128750;2;1
736176611;8;2.0;9;4;6.0;3ra_edad;5;9;8;10;2100000;1050000;2;1
736177011;3;2.0;5;3;6.0;3ra_edad;0;5;7;8;607500;121500;2;1
736177311;3;1.0;7;4;6.0;3ra_edad;6;6;7;7;156666.666666667;156666.666666667;2;2
736177411;1;2.0;7;5;6.0;3ra_edad;5;6;7;8;650000;325000;1;1
736178011;3;1.0;7;4;6.0;3ra_edad;4;7;7;7;180000;180000;1;1
736178111;3;1.0;9;4;6.0;3ra_edad;5;8;8;8;570000;570000;2;1
736178351;1;1.0;6;3;6.0;3ra_edad;99;5;5;4;927802;185560.4;3;2
736178631;4;2.0;;5;6.0;niño;;;;;400000;100000;3;1
736179011;3;1.0;7;6;6.0;3ra_edad;99;8;7;7;1600000;266666.666666667;2;1
736179021;3;2.0;7;5;6.0;3ra_edad;99;8;7;7;1600000;266666.666666667;2;1
736179051;1;1.0;8;5;6.0;3ra_edad;99;8;8;8;1600000;266666.666666667;2;1
736179061;1;1.0;8;5;6.0;3ra_edad;99;8;8;7;1600000;266666.666666667;2;1
736179111;3;1.0;9;6;6.0;3ra_edad;9;10;9;9;3136777.41666667;627355.483333333;2;1
736179351;3;2.0;10;5;6.0;3ra_edad;99;10;10;10;3516666.66666667;703333.333333333;3;1
736179611;3;2.0;7;3;6.0;3ra_edad;10;10;10;8;1438636.33333333;719318.166666667;1;1
736179721;6;2.0;9;6;6.0;3ra_edad;99;9;6;10;5545833;924305.5;2;1
736180511;5;1.0;6;6;6.0;3ra_edad;10;10;8;10;2931823.5;977274.5;2;1
736180521;5;2.0;7;6;6.0;3ra_edad;99;10;10;10;2931823.5;977274.5;2;1
736180531;5;1.0;8;5;6.0;3ra_edad;10;10;10;10;2931823.5;977274.5;2;1
736180711;5;1.0;8;6;6.0;3ra_edad;7;8;8;7;12759283.3333333;4253094.44444444;1;1
736180721;9;2.0;7;6;6.0;3ra_edad;9;7;6;7;12759283.3333333;4253094.44444444;1;1
736181011;3;2.0;10;3;6.0;3ra_edad;8;10;10;10;1460916.66666667;486972.222222222;2;1
736183021;3;2.0;7;3;6.0;3ra_edad;8;7;7;8;1300000;650000;2;1
736183431;1;1.0;5;5;6.0;3ra_edad;99;8;0;8;8000000;2666666.66666667;1;2
736183511;3;1.0;8;6;6.0;3ra_edad;10;4;7;10;3100000;1550000;2;1
736183521;5;2.0;8;6;6.0;3ra_edad;5;6;6;10;3100000;1550000;2;1
736183641;5;2.0;6;3;6.0;3ra_edad;99;8;8;10;7050000;1762500;1;1
736184111;3;1.0;4;6;6.0;3ra_edad;5;5;6;5;1083333.33333333;361111.111111111;2;1
736184611;4;2.0;7;3;6.0;3ra_edad;6;7;7;8;756250;378125;2;1
736184711;7;1.0;10;3;6.0;3ra_edad;5;8;7;10;1068750;534375;3;2
736184831;3;2.0;6;4;6.0;3ra_edad;8;4;7;8;10215000;3405000;2;2
736185111;5;2.0;7;4;6.0;3ra_edad;4;8;6;3;1000000;500000;4;1
736185311;5;2.0;6;2;6.0;3ra_edad;5;4;7;10;1800000;600000;2;1
736185321;8;1.0;7;2;6.0;3ra_edad;3;7;7;8;1800000;600000;2;1
736185331;5;1.0;7;3;6.0;3ra_edad;5;7;7;7;1800000;600000;2;1
736185511;1;2.0;6;3;6.0;3ra_edad;5;5;6;7;325000;325000;2;1
736185711;4;1.0;8;2;6.0;3ra_edad;99;5;7;7;1868157;311359.5;3;2
736186111;1;2.0;7;3;6.0;3ra_edad;5;5;7;7;418333.333333333;139444.444444444;3;1
736186211;1;1.0;8;4;6.0;3ra_edad;3;6;7;6;550833.333333333;183611.111111111;2;1
736186411;1;1.0;8;3;6.0;3ra_edad;5;6;6;7;1290833.33333333;430277.777777778;2;1
736186531;1;1.0;;;6.0;niño;;;;;1250000;312500;3;1
736187331;3;2.0;;;6.0;niño;;;;;430000;71666.6666666667;3;1
736187341;1;1.0;;;6.0;niño;;;;;430000;71666.6666666667;3;1
736187421;1;2.0;7;3;6.0;3ra_edad;2;6;3;10;993750;496875;2;1
736187611;1;2.0;6;3;6.0;3ra_edad;8;6;6;7;1367083.33333333;455694.444444444;3;2
736187621;3;1.0;6;5;6.0;3ra_edad;4;7;6;7;1367083.33333333;455694.444444444;3;2
736188011;1;2.0;5;6;6.0;3ra_edad;6;6;7;10;3493333.33333333;698666.666666667;2;1
736188021;3;1.0;5;6;6.0;3ra_edad;7;6;7;8;3493333.33333333;698666.666666667;2;1
736188241;1;1.0;6;3;6.0;3ra_edad;1;5;3;10;1026666.66666667;256666.666666667;3;2
736188711;1;1.0;7;5;6.0;3ra_edad;3;6;6;5;920000;920000;4;2
736188831;1;1.0;;;6.0;niño;;;;;350000;116666.666666667;3;1
736188911;3;2.0;7;2;6.0;3ra_edad;1;5;8;10;566666.666666667;141666.666666667;2;1
736188921;3;1.0;7;2;6.0;3ra_edad;3;5;5;10;566666.666666667;141666.666666667;2;1
736189111;3;2.0;6;4;6.0;3ra_edad;9;7;9;9;1416666.66666667;1416666.66666667;2;1
736189751;5;1.0;7;3;6.0;3ra_edad;5;8;7;10;4851157;970231.4;2;1
736190211;5;2.0;8;4;6.0;3ra_edad;7;8;5;10;1081333.33333333;1081333.33333333;2;1
736190341;1;2.0;;;6.0;niño;;;;;3600000;900000;2;1
736191111;3;1.0;7;5;6.0;3ra_edad;9;9;8;9;140000;140000;2;1
736191221;3;1.0;6;6;6.0;3ra_edad;8;10;10;8;1375000;458333.333333333;3;1
736191751;3;1.0;;5;6.0;niño;;;;;716666.666666667;143333.333333333;3;1
736192311;3;1.0;10;6;6.0;3ra_edad;10;10;10;10;3340000;835000;2;1
736192811;1;2.0;3;3;6.0;3ra_edad;5;7;6;10;1772666.66666667;443166.666666667;2;1
736194421;3;1.0;8;2;6.0;3ra_edad;7;6;7;8;1100000;220000;2;1
736194511;3;1.0;10;3;6.0;3ra_edad;6;10;10;10;2000000;333333.333333333;3;1
736194731;1;1.0;7;5;6.0;3ra_edad;7;8;7;9;2050000;625000;2;1
736195011;1;1.0;6;3;6.0;3ra_edad;5;9;9;8;653333.333333333;653333.333333333;3;1
736195831;3;1.0;;;6.0;niño;;;;;1400000;466666.666666667;2;1
736196131;3;1.0;;5;6.0;niño;;;;;850000;212500;3;1
736196141;1;1.0;;;6.0;niño;;;;;850000;212500;3;1
736196521;3;2.0;7;5;6.0;3ra_edad;99;7;7;8;320000;160000;2;1
736197311;3;1.0;8;2;6.0;3ra_edad;3;7;5;8;800000;266666.666666667;2;1
736197321;3;2.0;9;2;6.0;3ra_edad;99;7;7;8;800000;266666.666666667;2;1
736197811;1;2.0;7;3;6.0;3ra_edad;3;6;7;6;491666.666666667;245833.333333333;2;1
736198611;3;1.0;8;4;6.0;3ra_edad;6;8;7;8;340000;340000;2;1
736198811;3;1.0;7;6;6.0;3ra_edad;8;8;8;8;800000;266666.666666667;2;1
736199011;3;1.0;6;6;6.0;3ra_edad;6;7;7;8;2250000;316666.666666667;2;1
736199021;4;2.0;7;6;6.0;3ra_edad;99;5;7;8;2250000;316666.666666667;2;1
736199311;4;1.0;8;2;6.0;3ra_edad;8;8;9;8;412500;206250;2;1
736199611;3;1.0;7;3;6.0;3ra_edad;8;9;8;9;791666.666666667;395833.333333333;2;1
736200011;4;2.0;8;3;6.0;3ra_edad;99;7;8;8;280000;140000;2;1
736200021;3;2.0;8;5;6.0;3ra_edad;99;8;8;8;280000;140000;2;1
736200311;1;1.0;5;3;6.0;3ra_edad;3;7;5;8;333333.333333333;333333.333333333;2;1
736200511;3;1.0;9;6;6.0;3ra_edad;8;8;8;7;611666.666666667;305833.333333333;2;1
736200611;3;1.0;9;6;6.0;3ra_edad;8;10;10;10;433333.333333333;216666.666666667;3;1
736200621;3;2.0;10;6;6.0;3ra_edad;10;10;10;10;433333.333333333;216666.666666667;3;1
736200821;1;1.0;7;6;6.0;3ra_edad;7;9;9;7;750000;250000;2;1
736200911;4;1.0;9;6;6.0;3ra_edad;8;7;7;9;283333.333333333;94444.4444444445;2;1
736200931;3;2.0;8;5;6.0;3ra_edad;99;7;9;9;283333.333333333;94444.4444444445;2;1
736201321;3;2.0;9;3;6.0;3ra_edad;8;10;10;10;550000;275000;3;1
736201611;1;2.0;9;6;6.0;3ra_edad;4;10;9;10;710000;101428.571428571;3;1
736201621;1;1.0;8;6;6.0;3ra_edad;8;9;9;8;710000;101428.571428571;3;1
736201911;3;1.0;9;6;6.0;3ra_edad;6;10;10;10;1243333.33333333;248666.666666667;3;1
736203511;3;1.0;2;6;6.0;3ra_edad;2;5;4;10;683333.333333333;341666.666666667;3;1
736203521;3;2.0;6;6;6.0;3ra_edad;1;9;2;9;683333.333333333;341666.666666667;3;1
736203821;3;1.0;7;4;6.0;3ra_edad;5;7;9;8;530000;265000;2;1
736203941;1;2.0;5;3;6.0;3ra_edad;99;8;8;9;930500;232625;2;1
736204111;3;2.0;1;5;6.0;3ra_edad;5;2;3;1;583333.333333333;583333.333333333;2;1
736204211;3;1.0;6;6;6.0;3ra_edad;99;9;9;9;2427500;485500;2;1
736204221;3;2.0;9;6;6.0;3ra_edad;99;8;9;8;2427500;485500;2;1
736204321;1;1.0;7;6;6.0;3ra_edad;8;7;8;7;2280000;570000;2;1
736204341;1;1.0;7;3;6.0;3ra_edad;7;7;8;7;2280000;570000;2;1
736204511;3;1.0;5;6;6.0;3ra_edad;10;5;4;10;837500;418750;3;1
736204521;3;2.0;8;6;6.0;3ra_edad;8;8;3;8;837500;418750;3;1
736205111;5;2.0;7;3;6.0;3ra_edad;7;6;7;6;325000;325000;2;1
736205911;3;1.0;5;3;6.0;3ra_edad;8;8;5;10;750000;750000;2;1
736206211;3;2.0;8;1;6.0;3ra_edad;6;8;7;7;920833.333333333;460416.666666667;3;1
736206211;3;2.0;8;1;6.0;3ra_edad;6;8;7;7;920833.333333333;460416.666666667;2;1
736206211;3;2.0;8;1;6.0;3ra_edad;6;8;7;7;690000;690000;3;1
736206211;3;2.0;8;1;6.0;3ra_edad;6;8;7;7;690000;690000;2;1
736206541;1;2.0;;;6.0;niño;;;;;1037166.66666667;259291.666666667;2;1
736206811;1;1.0;5;3;6.0;3ra_edad;5;8;9;8;700000;350000;2;1
736207111;1;1.0;5;6;6.0;3ra_edad;5;4;5;10;633333.333333333;211111.111111111;2;1
736207121;3;2.0;8;6;6.0;3ra_edad;3;5;6;10;633333.333333333;211111.111111111;2;1
736207211;3;1.0;8;6;6.0;3ra_edad;7;7;9;8;653333.333333333;326666.666666667;3;1
736207311;3;2.0;8;6;6.0;3ra_edad;7;8;8;7;895000;447500;2;1
736207321;3;1.0;8;6;6.0;3ra_edad;8;8;8;8;895000;447500;2;1
736207441;1;1.0;;;6.0;niño;;;;;746666.666666667;186666.666666667;3;1
736207711;1;1.0;5;6;6.0;3ra_edad;5;4;5;10;1022500;255625;3;1
736207811;3;1.0;8;6;6.0;3ra_edad;4;4;8;8;703333.333333333;351666.666666667;2;1
736207911;3;1.0;7;6;6.0;3ra_edad;8;8;7;8;1620000;810000;2;1
736208411;3;1.0;7;6;6.0;3ra_edad;5;5;6;7;1113333.33333333;556666.666666667;3;1
736208421;3;2.0;7;6;6.0;3ra_edad;99;6;5;10;1113333.33333333;556666.666666667;3;1
736208811;1;2.0;8;3;6.0;3ra_edad;7;6;7;9;550833.333333333;550833.333333333;2;1
736209211;3;1.0;9;6;6.0;3ra_edad;9;9;9;9;1600000;800000;2;1
736209911;3;1.0;7;6;6.0;3ra_edad;7;7;7;7;2020000;1010000;2;2
736209921;4;2.0;8;6;6.0;3ra_edad;6;6;8;7;2020000;1010000;2;2
736210211;3;1.0;7;6;6.0;3ra_edad;6;6;6;8;2620000;1310000;2;2
736210221;4;2.0;7;6;6.0;3ra_edad;7;8;8;8;2620000;1310000;2;2
736210511;3;2.0;8;6;6.0;3ra_edad;8;7;7;8;545000;272500;2;1
736210521;3;1.0;8;6;6.0;3ra_edad;8;8;7;8;545000;272500;2;1
736210711;3;2.0;8;3;6.0;3ra_edad;8;8;8;8;929166.666666667;464583.333333333;2;1
736211011;3;1.0;8;4;6.0;3ra_edad;7;7;8;7;1161000;1161000;2;1
736211111;8;1.0;8;6;6.0;3ra_edad;8;8;8;8;7443666.66666667;1860916.66666667;2;1
736211121;8;2.0;7;6;6.0;3ra_edad;7;8;8;8;7443666.66666667;1860916.66666667;2;1
736211221;8;2.0;8;6;6.0;3ra_edad;8;8;8;8;2250000;1125000;2;1
736211411;8;2.0;7;3;6.0;3ra_edad;9;8;8;7;3916666.66666667;3916666.66666667;2;1
736211611;9;2.0;6;3;6.0;3ra_edad;10;10;8;8;7000000;7000000;1;1
736212011;5;2.0;5;6;6.0;3ra_edad;7;9;7;8;1647500;823750;2;1
736212021;4;1.0;8;6;6.0;3ra_edad;4;6;10;8;1647500;823750;2;1
736212111;4;1.0;7;3;6.0;3ra_edad;9;9;10;8;2950000;1475000;1;1
736212211;5;2.0;7;3;6.0;3ra_edad;7;6;6;10;4000000.25;2000000.125;2;1
736212611;6;1.0;7;6;6.0;3ra_edad;7;6;6;10;2340000;780000;2;1
736212621;5;2.0;7;6;6.0;3ra_edad;5;7;5;10;2340000;780000;2;1
736212911;9;1.0;8;2;6.0;3ra_edad;10;7;7;10;6203000;3101500;2;1
736212921;5;2.0;8;2;6.0;3ra_edad;7;6;7;10;6203000;3101500;2;1
736213111;8;1.0;5;3;6.0;3ra_edad;7;4;5;10;4906300;2453150;1;1
736213251;3;2.0;10;3;6.0;3ra_edad;99;9;9;10;300000;60000;2;2
736213311;3;1.0;7;2;6.0;3ra_edad;99;8;7;8;1166666.66666667;166666.666666667;2;1
736213321;1;2.0;8;2;6.0;3ra_edad;99;7;8;10;1166666.66666667;166666.666666667;2;1
736213411;5;1.0;0;6;6.0;3ra_edad;99;0;0;9;600000;200000;2;1
736213511;3;1.0;3;2;6.0;3ra_edad;5;8;5;10;2260000;753333.333333333;2;1
736213811;4;1.0;10;6;6.0;3ra_edad;10;10;10;10;5309303;1327325.75;1;1
736214131;1;2.0;6;5;6.0;3ra_edad;4;6;3;5;1604469.66666667;401117.416666667;2;1
736214141;4;2.0;8;5;6.0;3ra_edad;99;6;7;10;1604469.66666667;401117.416666667;2;1
736214341;3;1.0;9;3;6.0;3ra_edad;1;8;8;8;3075000;768750;2;1
736214611;3;2.0;10;3;6.0;3ra_edad;10;10;10;10;1277800;638900;2;1
736215111;3;1.0;9;6;6.0;3ra_edad;99;8;10;10;908333.333333333;302777.777777778;1;1
736215121;3;2.0;8;6;6.0;3ra_edad;99;8;10;10;908333.333333333;302777.777777778;1;1
736215511;4;2.0;7;4;6.0;3ra_edad;99;5;7;7;1183333.33333333;1183333.33333333;2;1
736215711;3;1.0;7;2;6.0;3ra_edad;6;7;8;7;470000;235000;2;1
736215921;1;2.0;8;2;6.0;3ra_edad;9;8;8;8;713333.333333333;237777.777777778;3;1
736216011;3;1.0;4;5;6.0;3ra_edad;4;7;4;8;400000;200000;4;2
736216111;3;1.0;7;2;6.0;3ra_edad;7;7;7;7;323333.333333333;161666.666666667;2;1
736216121;3;2.0;5;2;6.0;3ra_edad;6;8;6;7;323333.333333333;161666.666666667;2;1
736216211;3;1.0;9;2;6.0;3ra_edad;7;8;7;8;600000;200000;2;1
736216411;8;2.0;10;3;6.0;3ra_edad;10;10;10;10;3000000;750000;1;1
736216711;3;1.0;10;6;6.0;3ra_edad;10;10;10;10;1510000;755000;2;1
736216721;3;2.0;10;6;6.0;3ra_edad;10;10;10;10;1510000;755000;2;1
736217121;1;1.0;9;6;6.0;3ra_edad;99;10;10;9;1696666.66666667;565555.555555556;2;1
736217131;1;2.0;5;6;6.0;3ra_edad;9;10;7;8;1696666.66666667;565555.555555556;2;1
736217711;1;1.0;9;2;6.0;3ra_edad;9;10;9;9;800000;800000;2;1
736217911;3;1.0;8;5;6.0;3ra_edad;7;9;9;8;720000;720000;2;1
736218431;2;1.0;;;6.0;niño;;;;;1800000;450000;2;1
736218521;4;2.0;8;2;6.0;3ra_edad;5;9;5;8;816666.666666667;408333.333333333;2;1
736218711;3;2.0;5;4;6.0;3ra_edad;8;6;10;5;380000;380000;3;1
736219111;1;1.0;10;2;6.0;3ra_edad;10;10;10;10;1506666.66666667;301333.333333333;2;1
736219141;1;2.0;4;3;6.0;3ra_edad;99;7;6;5;1506666.66666667;301333.333333333;2;1
736219311;4;2.0;8;4;6.0;3ra_edad;8;10;10;10;850000;850000;2;1
736219411;5;1.0;10;4;6.0;3ra_edad;5;10;7;9;333333.333333333;166666.666666667;2;1
736219421;3;2.0;9;4;6.0;3ra_edad;8;8;9;9;333333.333333333;166666.666666667;2;1
736219611;6;2.0;9;3;6.0;3ra_edad;10;7;9;10;1539166.66666667;1539166.66666667;2;2
